pollen_concentration,timestamp
0.4 2025-12-01 10:47:23.616108
0.8 2025-12-02 10:45:56.749133
0.4 2025-12-03 10:48:18.765283
0.6 2025-12-04 10:47:22.796222
0.4 2025-12-05 10:44:27.030702
0.6 2025-12-06 10:40:46.904387
0.6 2025-12-07 10:39:25.584587
0.6 2025-12-08 10:47:01.609916
0.6 2025-12-09 10:47:27.486329
0.6 2025-12-10 10:49:05.431934
0.6 2025-12-11 10:47:35.908579
0.6 2025-12-12 10:46:16.963891
0.6 2025-12-13 10:41:36.957764
0.6 2025-12-14 10:41:59.161868
1.3 2025-12-15 10:50:37.130436
0.4 2025-12-16 10:48:01.490087
0.2 2025-12-17 10:47:47.044419
0.2 2025-12-18 10:46:40.525214
0.4 2025-12-19 10:45:35.259188
0.8 2025-12-20 10:41:34.956527
0.8 2025-12-21 10:42:23.605451
0.8 2025-12-22 10:45:34.157874
0.4 2025-12-23 10:47:03.995178
0.4 2025-12-24 10:44:38.322883
0.8 2025-12-25 10:44:43.930574
1.0 2025-12-26 10:44:29.575458
0.8 2025-12-27 10:42:27.743757
0.8 2025-12-28 10:43:08.523682
