pollen_concentration,timestamp
0.1 2026-01-01 10:45:07.872575
0.1 2026-01-02 10:43:58.954024
0.5 2026-01-03 10:42:56.730918
0.6 2026-01-04 10:42:49.709094
0.4 2026-01-05 10:49:41.760504
0.5 2026-01-06 10:48:10.952904
0.4 2026-01-07 10:47:53.667902
0.4 2026-01-08 10:48:52.232683
0.6 2026-01-09 10:47:36.138727
0.9 2026-01-10 10:42:57.533780
0.9 2026-01-11 10:43:58.039308
0.9 2026-01-12 10:50:01.251308
0.1 2026-01-13 10:48:32.501856
0.3 2026-01-14 10:50:02.754376
2.4 2026-01-15 10:48:27.521260
2.5 2026-01-16 10:48:00.783078
2.6 2026-01-17 10:42:46.966919
2.5 2026-01-18 10:43:39.736858
2.5 2026-01-19 10:53:24.074126
0.8 2026-01-20 10:53:14.661565
1.1 2026-01-21 10:54:05.920942
1.3 2026-01-22 10:52:51.088314
0.4 2026-01-23 10:50:19.041850
0.3 2026-01-24 10:44:01.045248
0.3 2026-01-25 10:44:51.885433
0.3 2026-01-26 10:51:34.708535
2.1 2026-01-27 10:54:11.082138
1.8 2026-01-28 10:54:09.773401
