pollen_concentration,timestamp
1.5 2026-01-01 10:45:04.658050
1.5 2026-01-02 10:43:55.747606
1.0 2026-01-03 10:42:53.461393
0.6 2026-01-04 10:42:47.025717
0.4 2026-01-05 10:49:38.460647
0.3 2026-01-06 10:48:07.671313
0.9 2026-01-07 10:47:50.412019
0.9 2026-01-08 10:48:49.521359
0.5 2026-01-09 10:47:32.829290
0.3 2026-01-10 10:42:54.749679
0.3 2026-01-11 10:43:54.837467
0.3 2026-01-12 10:49:58.345552
0.4 2026-01-13 10:48:29.798557
0.4 2026-01-14 10:50:00.044564
0.1 2026-01-15 10:48:24.180396
0.4 2026-01-16 10:47:57.500351
0.4 2026-01-17 10:42:43.670672
0.1 2026-01-18 10:43:36.485578
1.4 2026-01-19 10:53:21.333702
1.4 2026-01-20 10:53:11.466081
1.0 2026-01-21 10:54:02.672106
