pollen_concentration,timestamp
0.4 2026-01-01 10:45:06.725368
0.4 2026-01-02 10:43:57.805905
0.4 2026-01-03 10:42:55.517268
0.4 2026-01-04 10:42:49.065698
0.4 2026-01-05 10:49:40.537173
0.4 2026-01-06 10:48:09.732120
0.4 2026-01-07 10:47:52.447922
0.4 2026-01-08 10:48:51.543948
0.4 2026-01-09 10:47:34.912410
0.4 2026-01-10 10:42:56.825101
0.4 2026-01-11 10:43:56.843572
0.4 2026-01-12 10:50:00.506382
0.4 2026-01-13 10:48:31.859427
0.4 2026-01-14 10:50:02.103442
0.4 2026-01-15 10:48:26.293749
0.4 2026-01-16 10:47:59.569467
0.4 2026-01-17 10:42:45.750758
0.4 2026-01-18 10:43:38.533845
0.4 2026-01-19 10:53:23.376622
0.4 2026-01-20 10:53:13.511003
0.4 2026-01-21 10:54:04.745896
0.4 2026-01-22 10:52:49.934754
0.4 2026-01-23 10:50:18.336054
0.4 2026-01-24 10:43:59.802103
0.4 2026-01-25 10:44:51.177868
0.4 2026-01-26 10:51:33.492130
0.4 2026-01-27 10:54:10.289660
0.4 2026-01-28 10:54:08.536917
