pollen_concentration,timestamp
0.1 2026-01-01 10:45:06.726488
0.1 2026-01-02 10:43:57.807255
0.1 2026-01-03 10:42:55.518524
0.1 2026-01-04 10:42:49.067138
0.1 2026-01-05 10:49:40.538573
0.1 2026-01-06 10:48:09.733908
0.1 2026-01-07 10:47:52.449418
0.1 2026-01-08 10:48:51.545220
0.1 2026-01-09 10:47:34.913709
0.1 2026-01-10 10:42:56.827209
0.1 2026-01-11 10:43:56.846308
0.1 2026-01-12 10:50:00.507716
0.1 2026-01-13 10:48:31.860821
0.1 2026-01-14 10:50:02.104542
0.1 2026-01-15 10:48:26.294998
0.1 2026-01-16 10:47:59.570965
0.1 2026-01-17 10:42:45.752081
0.1 2026-01-18 10:43:38.534951
0.1 2026-01-19 10:53:23.378264
0.1 2026-01-20 10:53:13.512392
0.1 2026-01-21 10:54:04.747237
